ID,Language,Subscription_Type,Subscription_Event_Type,Purchase_Store,Purchase_Amount,Currency,Subscription_Start_Date,Subscription_Expiration,Demo_User,Free_Trial_User,Free_Trial_Start_Date,Free_Trial_Expiration,Auto_Renew,Country,User_Type,Lead_Platform,Email_Subscriber,Push_Notifications,Send_Count,Open_Count,Click_Count,Unique_Open_Count,Unique_Click_Count,Currency_Ex_Rate,Purchase_Amount_in_USD,Subscription_Length,  USD_per_day  ,,
25866,SVE,Limited,INITIAL_PURCHASE,Web,107.88,USD,7/9/19,7/9/20,No,No,NULL,NULL,Yes,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL,1,$107.88,366, $0.29 ,,
27131,LAT,Limited,INITIAL_PURCHASE,Web,107.88,USD,8/11/19,8/11/20,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,2,0,0,0,0,1,$107.88,366, $0.29 ,,
29979,LAT,Limited,INITIAL_PURCHASE,Web,107.88,USD,8/28/19,8/28/20,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,2,0,0,0,0,1,$107.88,366, $0.29 ,,
30843,LAT,Limited,INITIAL_PURCHASE,Web,107.88,USD,8/28/19,8/28/20,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,2,0,0,0,0,1,$107.88,366, $0.29 ,,
31596,LAT,Limited,INITIAL_PURCHASE,Web,107.88,USD,10/27/19,10/27/20,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,3,0,0,0,0,1,$107.88,366, $0.29 ,,
33511,LAT,Limited,INITIAL_PURCHASE,Web,107.88,USD,9/1/19,9/1/20,No,No,NULL,NULL,No,US/Canada,Consumer,Web,Yes,Yes,2,1,0,1,0,1,$107.88,366, $0.29 ,,
35603,LAT,Limited,INITIAL_PURCHASE,Web,107.88,USD,11/5/19,11/5/20,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,2,2,0,2,0,1,$107.88,366, $0.29 ,,
16276,TGL,Limited,INITIAL_PURCHASE,Web,107.88,USD,10/22/19,10/30/20,No,Yes,10/22/19,10/25/19,No,US/Canada,Consumer,Web,Yes,Yes,2,0,0,0,0,1,$107.88,374, $0.29 ,,
12514,DEU,Limited,RENEWAL,Web,119,USD,10/5/19,11/20/20,No,No,NULL,NULL,Yes,US/Canada,Consumer,Web,Yes,Yes,6,0,0,0,0,1,$119.00,412, $0.29 ,,
28835,CHI,Limited,RENEWAL,Web,119,USD,3/6/19,4/26/20,No,No,NULL,NULL,Yes,Other,Consumer,Web,No,Yes,1,0,0,0,0,1,$119.00,417, $0.29 ,,
31790,ARA,Limited,INITIAL_PURCHASE,Web,13.94,EUR,1/11/19,3/7/19,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL,0.905187,$15.40,55, $0.28 ,,
32541,JPN,Limited,INITIAL_PURCHASE,Web,13.94,EUR,1/10/19,3/7/19,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL,0.905187,$15.40,56, $0.28 ,,
2476,DEU,Limited,INITIAL_PURCHASE,App,946.28,UAH,2/16/20,5/16/20,Yes,No,NULL,NULL,Yes,Europe,Consumer,App,Yes,Yes,NULL,NULL,NULL,NULL,NULL,38.129,$24.82,90, $0.28 ,,
1445,DEU,Limited,INITIAL_PURCHASE,Web,24.5,EUR,10/7/19,1/10/20,No,Yes,10/7/19,10/10/19,No,Europe,Consumer,Web,Yes,Yes,298,241,98,95,30,0.905187,$27.07,95, $0.28 ,,
4962,HEB,Limited,INITIAL_PURCHASE,Web,24.5,EUR,3/15/20,6/18/20,No,No,NULL,NULL,No,Europe,Consumer,Web,Yes,Yes,14,5,2,2,1,0.905187,$27.07,95, $0.28 ,,
9172,FRA,Limited,INITIAL_PURCHASE,Web,24.5,EUR,3/6/20,6/9/20,No,Yes,3/6/20,3/9/20,No,Europe,Consumer,Web,No,Yes,30,30,23,6,3,0.905187,$27.07,95, $0.28 ,,
21543,JPN,Limited,INITIAL_PURCHASE,Web,24.5,EUR,11/11/19,2/14/20,No,Yes,11/11/19,11/14/19,No,Europe,Consumer,Web,No,Yes,9,9,6,3,1,0.905187,$27.07,95, $0.28 ,,
26041,EBR,Limited,INITIAL_PURCHASE,Web,24.5,EUR,10/16/19,1/19/20,No,Yes,10/16/19,10/19/19,No,Europe,Consumer,Web,No,Yes,NULL,NULL,NULL,NULL,NULL,0.905187,$27.07,95, $0.28 ,,
156,CHI,Limited,INITIAL_PURCHASE,Web,24.5,EUR,3/20/20,6/24/20,No,Yes,3/20/20,3/23/20,Yes,Europe,Consumer,Web,Yes,Yes,27,21,20,3,2,0.905187,$27.07,96, $0.28 ,,
19114,EBR,Limited,INITIAL_PURCHASE,Web,24.5,EUR,2/12/20,5/18/20,No,No,NULL,NULL,Yes,Europe,Consumer,Web,No,Yes,7,1,0,1,0,0.905187,$27.07,96, $0.28 ,,
543,KOR,Limited,INITIAL_PURCHASE,Web,24.5,EUR,12/28/19,4/3/20,No,Yes,12/28/19,12/31/19,No,Europe,Consumer,Web,No,Yes,5,4,0,1,0,0.905187,$27.07,97, $0.28 ,,
19816,HEB,Limited,INITIAL_PURCHASE,Web,24.5,EUR,11/10/19,2/15/20,No,Yes,11/10/19,11/13/19,No,Europe,Consumer,Web,No,Yes,1,1,0,1,0,0.905187,$27.07,97, $0.28 ,,
32807,RUS,Limited,INITIAL_PURCHASE,Web,30.53,EUR,11/8/18,3/7/19,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL,0.905187,$33.73,119, $0.28 ,,
12691,KOR,Limited,INITIAL_PURCHASE,Web,35.97,USD,2/9/20,6/15/20,No,Yes,2/9/20,2/12/20,No,US/Canada,Consumer,Web,Yes,Yes,145,85,49,30,7,1,$35.97,127, $0.28 ,,
13310,ESP,Limited,RENEWAL,Web,35.97,USD,12/5/19,4/11/20,No,Yes,4/11/20,4/18/20,No,Other,Consumer,Web,No,Yes,3,3,0,2,0,1,$35.97,128, $0.28 ,,
22375,ESC,Limited,INITIAL_PURCHASE,Web,29,GBP,10/23/19,3/3/20,No,Yes,10/23/19,10/26/19,No,Europe,Consumer,Web,No,Yes,4,4,0,2,0,0.786705,$36.86,132, $0.28 ,,
38417,FRA,Limited,INITIAL_PURCHASE,Web,38.33,EUR,12/1/18,4/30/19,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL,0.905187,$42.34,150, $0.28 ,,
38921,RUS,Limited,INITIAL_PURCHASE,Web,38.33,EUR,10/19/18,3/19/19,Yes,No,NULL,NULL,No,Europe,Consumer,App,No,Yes,NULL,NULL,NULL,NULL,NULL,0.905187,$42.34,151, $0.28 ,,
23078,FRA,Limited,INITIAL_PURCHASE,Web,38.66,EUR,2/7/19,7/7/19,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL,0.905187,$42.71,150, $0.28 ,,
25890,ESC,Limited,INITIAL_PURCHASE,Web,38.66,EUR,12/4/18,5/4/19,Yes,No,NULL,NULL,No,Europe,Consumer,App,No,Yes,NULL,NULL,NULL,NULL,NULL,0.905187,$42.71,151, $0.28 ,,
31496,JPN,Limited,INITIAL_PURCHASE,Web,38.66,EUR,10/28/18,3/28/19,No,No,NULL,NULL,No,Europe,Consumer,Web,No,Yes,17,9,8,2,1,0.905187,$42.71,151, $0.28 ,,
33806,EBR,Limited,INITIAL_PURCHASE,Web,38.66,EUR,10/11/18,3/11/19,Yes,No,NULL,NULL,No,Europe,Consumer,App,Yes,Yes,14,0,0,0,0,0.905187,$42.71,151, $0.28 ,,
34586,ESC,Limited,RENEWAL,Web,38.66,EUR,2/16/19,7/17/19,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL,0.905187,$42.71,151, $0.28 ,,
36352,ENG,Limited,INITIAL_PURCHASE,Web,38.66,EUR,11/10/18,4/10/19,No,No,NULL,NULL,No,Europe,Consumer,Web,Yes,Yes,31,0,0,0,0,0.905187,$42.71,151, $0.28 ,,
33399,EBR,Limited,INITIAL_PURCHASE,Web,38.66,EUR,10/18/18,3/19/19,No,No,NULL,NULL,No,Europe,Consumer,Web,Yes,Yes,14,0,0,0,0,0.905187,$42.71,152, $0.28 ,,
20513,NED,Limited,INITIAL_PURCHASE,Web,39.2,EUR,1/26/20,6/28/20,No,Yes,1/26/20,1/29/20,Yes,Europe,Consumer,Web,Yes,Yes,142,32,0,18,0,0.905187,$43.31,154, $0.28 ,,
20070,FRA,Limited,INITIAL_PURCHASE,Web,39,GBP,1/2/20,6/27/20,No,Yes,3/24/20,3/27/20,No,Europe,Consumer,Web,Yes,Yes,78,33,18,15,9,0.786705,$49.57,177, $0.28 ,,
52,DEU,Limited,RENEWAL,Web,40.83,GBP,12/19/19,6/19/20,No,No,NULL,NULL,Yes,Europe,Consumer,Web,No,Yes,6,6,0,2,0,0.786705,$51.90,183, $0.28 ,,
1413,ESC,Limited,RENEWAL,Web,40.83,GBP,6/20/19,12/20/19,Yes,No,NULL,NULL,No,Europe,Consumer,App,No,Yes,NULL,NULL,NULL,NULL,NULL,0.786705,$51.90,183, $0.28 ,,
2560,EBR,Limited,RENEWAL,Web,40.83,GBP,12/18/19,6/18/20,No,Yes,12/15/19,12/18/19,Yes,Europe,Consumer,Web,No,Yes,2,0,0,0,0,0.786705,$51.90,183, $0.28 ,,
18353,ESC,Limited,RENEWAL,Web,40.83,GBP,10/23/19,4/23/20,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,2,2,0,2,0,0.786705,$51.90,183, $0.28 ,,
20106,EBR,Limited,RENEWAL,Web,40.83,GBP,12/24/19,6/24/20,No,No,NULL,NULL,Yes,Other,Other,Unknown,No,No,2,0,0,0,0,0.786705,$51.90,183, $0.28 ,,
21659,DEU,Limited,RENEWAL,Web,40.83,GBP,6/25/19,12/25/19,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL,0.786705,$51.90,183, $0.28 ,,
22909,FRA,Limited,RENEWAL,Web,40.83,GBP,12/29/19,6/29/20,No,No,NULL,NULL,Yes,Other,Other,Unknown,No,No,2,2,0,2,0,0.786705,$51.90,183, $0.28 ,,
24507,DEU,Limited,RENEWAL,Web,40.83,GBP,6/28/19,12/28/19,Yes,No,NULL,NULL,No,Europe,Consumer,Web,No,Yes,NULL,NULL,NULL,NULL,NULL,0.786705,$51.90,183, $0.28 ,,
26307,ESC,Limited,RENEWAL,Web,40.83,GBP,10/27/19,4/27/20,No,No,NULL,NULL,Yes,Other,Other,Unknown,No,No,10,10,0,2,0,0.786705,$51.90,183, $0.28 ,,
28354,ESC,Limited,RENEWAL,Web,40.83,GBP,10/15/19,4/15/20,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,2,0,0,0,0,0.786705,$51.90,183, $0.28 ,,
28579,POL,Limited,RENEWAL,Web,40.83,GBP,6/25/19,12/25/19,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL,0.786705,$51.90,183, $0.28 ,,
29182,ESC,Limited,RENEWAL,Web,40.83,GBP,10/23/19,4/23/20,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,7,6,0,2,0,0.786705,$51.90,183, $0.28 ,,
34458,DEU,Limited,RENEWAL,Web,40.83,GBP,12/14/19,6/14/20,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,6,2,0,2,0,0.786705,$51.90,183, $0.28 ,,
34943,VIE,Limited,RENEWAL,Web,40.83,GBP,11/16/19,5/17/20,No,No,NULL,NULL,Yes,Europe,Consumer,Web,No,Yes,1,1,0,1,0,0.786705,$51.90,183, $0.28 ,,
35779,ITA,Limited,RENEWAL,Web,40.83,GBP,6/30/19,12/30/19,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL,0.786705,$51.90,183, $0.28 ,,
36580,DEU,Limited,RENEWAL,Web,40.83,GBP,12/20/19,6/20/20,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,3,1,0,1,0,0.786705,$51.90,183, $0.28 ,,
38744,DEU,Limited,RENEWAL,Web,40.83,GBP,12/18/19,6/18/20,No,No,NULL,NULL,Yes,Other,Other,Unknown,No,No,3,3,0,2,0,0.786705,$51.90,183, $0.28 ,,
39483,POR,Limited,RENEWAL,Web,40.83,GBP,6/25/19,12/25/19,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL,0.786705,$51.90,183, $0.28 ,,
415,TUR,Limited,RENEWAL,Web,40.83,GBP,7/15/19,1/15/20,Yes,No,NULL,NULL,No,Europe,Consumer,Web,No,Yes,NULL,NULL,NULL,NULL,NULL,0.786705,$51.90,184, $0.28 ,,
5056,KOR,Limited,RENEWAL,Web,40.83,GBP,7/19/19,1/19/20,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL,0.786705,$51.90,184, $0.28 ,,
8659,ESC,Limited,RENEWAL,Web,40.83,GBP,7/17/19,1/17/20,Yes,No,NULL,NULL,No,Europe,Consumer,Web,No,Yes,NULL,NULL,NULL,NULL,NULL,0.786705,$51.90,184, $0.28 ,,
9156,ESC,Limited,RENEWAL,Web,40.83,GBP,7/11/19,1/11/20,No,Yes,4/2/20,4/5/20,Yes,Europe,Consumer,Web,Yes,Yes,NULL,NULL,NULL,NULL,NULL,0.786705,$51.90,184, $0.28 ,,
17383,ESC,Limited,RENEWAL,Web,40.83,GBP,7/10/19,1/10/20,Yes,No,NULL,NULL,No,Europe,Consumer,Web,No,Yes,1,1,0,1,0,0.786705,$51.90,184, $0.28 ,,
18255,ESC,Limited,RENEWAL,Web,40.83,GBP,7/11/19,1/11/20,Yes,No,NULL,NULL,Yes,Europe,Consumer,Web,No,Yes,NULL,NULL,NULL,NULL,NULL,0.786705,$51.90,184, $0.28 ,,
20326,FRA,Limited,RENEWAL,Web,40.83,GBP,7/12/19,1/12/20,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,2,1,0,1,0,0.786705,$51.90,184, $0.28 ,,
21814,POR,Limited,RENEWAL,Web,40.83,GBP,7/24/19,1/24/20,Yes,No,NULL,NULL,No,Europe,Consumer,Web,No,Yes,1,1,0,1,0,0.786705,$51.90,184, $0.28 ,,
22435,TUR,Limited,RENEWAL,Web,40.83,GBP,12/25/19,6/26/20,No,No,NULL,NULL,Yes,Other,Other,Unknown,No,No,1,1,0,1,0,0.786705,$51.90,184, $0.28 ,,
23838,FRA,Limited,RENEWAL,Web,40.83,GBP,8/4/19,2/4/20,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,8,8,0,2,0,0.786705,$51.90,184, $0.28 ,,
24344,GRK,Limited,RENEWAL,Web,40.83,GBP,7/5/19,1/5/20,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL,0.786705,$51.90,184, $0.28 ,,
28074,ITA,Limited,RENEWAL,Web,40.83,GBP,7/17/19,1/17/20,No,No,NULL,NULL,Yes,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL,0.786705,$51.90,184, $0.28 ,,
30808,ESP,Limited,RENEWAL,Web,40.83,GBP,7/30/19,1/30/20,No,No,NULL,NULL,Yes,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL,0.786705,$51.90,184, $0.28 ,,
32324,FRA,Limited,RENEWAL,Web,40.83,GBP,7/28/19,1/28/20,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,1,1,0,1,0,0.786705,$51.90,184, $0.28 ,,
33100,FRA,Limited,RENEWAL,Web,40.83,GBP,7/31/19,1/31/20,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL,0.786705,$51.90,184, $0.28 ,,
36548,FRA,Limited,RENEWAL,Web,40.83,GBP,8/7/19,2/7/20,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL,0.786705,$51.90,184, $0.28 ,,
38512,JPN,Limited,RENEWAL,Web,40.83,GBP,7/3/19,1/3/20,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL,0.786705,$51.90,184, $0.28 ,,
3901,FRA,Limited,RENEWAL,Web,40.83,GBP,11/5/19,5/8/20,No,No,NULL,NULL,Yes,Europe,Consumer,Web,No,Yes,2,0,0,0,0,0.786705,$51.90,185, $0.28 ,,
38752,ESC,Limited,RENEWAL,Web,40.83,GBP,10/26/19,4/30/20,No,Yes,10/26/19,10/29/19,Yes,Europe,Consumer,Web,No,Yes,NULL,NULL,NULL,NULL,NULL,0.786705,$51.90,187, $0.28 ,,
1277,ESP,Limited,INITIAL_PURCHASE,Web,44.5,GBP,2/1/20,8/21/20,No,Yes,2/16/20,2/19/20,No,Europe,Consumer,Web,No,Yes,23,3,0,1,0,0.786705,$56.57,202, $0.28 ,,
32474,FRA,Limited,INITIAL_PURCHASE,Web,65.94,USD,6/25/19,2/12/20,No,No,NULL,NULL,No,US/Canada,Consumer,Web,No,Yes,NULL,NULL,NULL,NULL,NULL,1,$65.94,232, $0.28 ,,
3730,FRA,Limited,INITIAL_PURCHASE,Web,65.94,USD,9/14/19,5/7/20,No,Yes,10/14/19,10/17/19,No,US/Canada,Consumer,Web,Yes,Yes,3,1,0,1,0,1,$65.94,236, $0.28 ,,
13077,DEU,Limited,INITIAL_PURCHASE,Web,69,USD,7/2/19,3/2/20,No,No,NULL,NULL,No,US/Canada,Consumer,Web,No,Yes,19,1,0,1,0,1,$69.00,244, $0.28 ,,
33161,ITA,Limited,INITIAL_PURCHASE,Web,69,USD,6/24/19,2/24/20,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,12,1,0,1,0,1,$69.00,245, $0.28 ,,
39121,ESP,Limited,INITIAL_PURCHASE,Web,69,USD,6/24/19,2/24/20,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,25,12,8,5,1,1,$69.00,245, $0.28 ,,
38548,FRA,Limited,INITIAL_PURCHASE,Web,78,USD,9/10/19,6/10/20,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,15,2,0,1,0,1,$78.00,274, $0.28 ,,
476,ESP,Limited,RENEWAL,Web,79,USD,7/9/19,4/12/20,No,Yes,7/9/19,7/12/19,No,US/Canada,Consumer,Web,Yes,Yes,5,2,0,1,0,1,$79.00,278, $0.28 ,,
2767,POR,Limited,RENEWAL,Web,79,USD,7/3/19,4/6/20,No,Yes,7/3/19,7/6/19,No,US/Canada,Consumer,Web,Yes,Yes,8,0,0,0,0,1,$79.00,278, $0.28 ,,
3039,ESP,Limited,RENEWAL,Web,79,USD,7/25/19,4/28/20,No,Yes,7/25/19,7/28/19,Yes,US/Canada,Consumer,Web,Yes,Yes,4,1,0,1,0,1,$79.00,278, $0.28 ,,
3578,KOR,Limited,RENEWAL,Web,79,USD,7/23/19,4/26/20,No,Yes,7/23/19,7/26/19,Yes,US/Canada,Consumer,Web,Yes,Yes,3,0,0,0,0,1,$79.00,278, $0.28 ,,
5276,ESP,Limited,RENEWAL,Web,79,USD,7/14/19,4/17/20,No,Yes,7/14/19,7/17/19,Yes,US/Canada,Consumer,Web,Yes,Yes,3,0,0,0,0,1,$79.00,278, $0.28 ,,
5591,CHI,Limited,RENEWAL,Web,79,USD,7/22/19,4/25/20,No,Yes,7/22/19,7/25/19,No,US/Canada,Consumer,Web,Yes,Yes,12,9,6,3,1,1,$79.00,278, $0.28 ,,
6718,ENG,Limited,RENEWAL,Web,79,USD,7/20/19,4/23/20,No,Yes,7/20/19,7/23/19,Yes,Other,Consumer,Web,Yes,Yes,2,0,0,0,0,1,$79.00,278, $0.28 ,,
6722,ESP,Limited,RENEWAL,Web,79,USD,7/2/19,4/5/20,No,Yes,7/2/19,7/5/19,No,US/Canada,Consumer,Web,Yes,Yes,10,5,0,2,0,1,$79.00,278, $0.28 ,,
7751,ARA,Limited,RENEWAL,Web,79,USD,7/21/19,4/24/20,No,Yes,7/21/19,7/24/19,Yes,US/Canada,Consumer,Web,Yes,Yes,3,0,0,0,0,1,$79.00,278, $0.28 ,,
7778,FRA,Limited,RENEWAL,Web,79,USD,3/18/19,12/21/19,No,No,NULL,NULL,No,US/Canada,Consumer,Web,Yes,Yes,33,0,0,0,0,1,$79.00,278, $0.28 ,,
8459,ITA,Limited,RENEWAL,Web,79,USD,7/22/19,4/25/20,No,Yes,7/22/19,7/25/19,Yes,US/Canada,Consumer,Web,Yes,Yes,3,0,0,0,0,1,$79.00,278, $0.28 ,,
9194,ESP,Limited,RENEWAL,Web,79,USD,7/24/19,4/27/20,No,Yes,7/24/19,7/27/19,Yes,US/Canada,Consumer,Web,Yes,Yes,6,4,0,1,0,1,$79.00,278, $0.28 ,,
11373,JPN,Limited,RENEWAL,Web,79,USD,7/20/19,4/23/20,No,Yes,7/20/19,7/23/19,No,US/Canada,Consumer,Web,Yes,Yes,9,2,0,1,0,1,$79.00,278, $0.28 ,,
12076,ESP,Limited,RENEWAL,Web,79,USD,7/5/19,4/8/20,No,Yes,7/5/19,7/8/19,No,US/Canada,Consumer,Web,Yes,Yes,7,5,0,2,0,1,$79.00,278, $0.28 ,,
14300,ESP,Limited,RENEWAL,Web,79,USD,6/17/19,3/21/20,No,Yes,6/17/19,6/20/19,Yes,US/Canada,Consumer,Web,Yes,Yes,9,8,0,2,0,1,$79.00,278, $0.28 ,,
15652,RUS,Limited,RENEWAL,Web,79,USD,5/27/19,2/29/20,No,Yes,5/27/19,5/30/19,No,US/Canada,Consumer,Web,No,Yes,37,1,0,1,0,1,$79.00,278, $0.28 ,,
15657,ESP,Limited,RENEWAL,Web,79,USD,7/9/19,4/12/20,No,Yes,7/9/19,7/12/19,No,US/Canada,Consumer,Web,Yes,Yes,8,0,0,0,0,1,$79.00,278, $0.28 ,,
16012,ESP,Limited,RENEWAL,Web,79,USD,7/16/19,4/19/20,No,Yes,7/16/19,7/19/19,Yes,US/Canada,Consumer,Web,Yes,Yes,11,10,0,3,0,1,$79.00,278, $0.28 ,,
16619,JPN,Limited,RENEWAL,Web,79,USD,8/10/19,5/14/20,No,No,NULL,NULL,Yes,Other,Consumer,Web,No,Yes,6,6,4,2,1,1,$79.00,278, $0.28 ,,
18204,POR,Limited,RENEWAL,Web,79,USD,7/14/19,4/17/20,No,Yes,7/14/19,7/17/19,Yes,Other,Consumer,Web,Yes,Yes,2,0,0,0,0,1,$79.00,278, $0.28 ,,
18964,ESP,Limited,RENEWAL,Web,79,USD,7/31/19,5/4/20,No,Yes,7/31/19,8/3/19,Yes,US/Canada,Consumer,Web,Yes,Yes,3,2,0,2,0,1,$79.00,278, $0.28 ,,
20111,ENG,Limited,RENEWAL,Web,79,USD,7/22/19,4/25/20,No,Yes,7/22/19,7/25/19,Yes,Other,Consumer,Web,Yes,Yes,2,1,0,1,0,1,$79.00,278, $0.28 ,,
21243,ESP,Limited,RENEWAL,Web,79,USD,7/17/19,4/20/20,No,Yes,7/17/19,7/20/19,Yes,US/Canada,Consumer,Web,Yes,Yes,3,0,0,0,0,1,$79.00,278, $0.28 ,,
24037,TGL,Limited,RENEWAL,Web,79,USD,7/26/19,4/29/20,No,Yes,7/26/19,7/29/19,Yes,Other,Consumer,Web,Yes,Yes,2,0,0,0,0,1,$79.00,278, $0.28 ,,
24899,ESP,Limited,RENEWAL,Web,79,USD,7/23/19,4/26/20,No,Yes,7/23/19,7/26/19,Yes,US/Canada,Consumer,Web,Yes,Yes,10,1,0,1,0,1,$79.00,278, $0.28 ,,
25155,ESP,Limited,RENEWAL,Web,79,USD,7/19/19,4/22/20,No,Yes,7/19/19,7/22/19,No,US/Canada,Consumer,Web,Yes,Yes,7,6,4,3,1,1,$79.00,278, $0.28 ,,
31330,ITA,Limited,RENEWAL,Web,79,USD,7/18/19,4/21/20,No,Yes,7/18/19,7/21/19,Yes,US/Canada,Consumer,Web,Yes,Yes,3,2,1,2,1,1,$79.00,278, $0.28 ,,
32904,KOR,Limited,RENEWAL,App,79,USD,2/2/19,11/7/19,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL,1,$79.00,278, $0.28 ,,
4452,FRA,Limited,RENEWAL,Web,79,USD,5/29/19,3/3/20,No,Yes,5/29/19,6/1/19,No,US/Canada,Consumer,Web,Yes,Yes,2,0,0,0,0,1,$79.00,279, $0.28 ,,
9250,FRA,Limited,RENEWAL,Web,79,USD,5/14/19,2/17/20,No,Yes,5/14/19,5/17/19,Yes,US/Canada,Consumer,Web,Yes,Yes,15,0,0,0,0,1,$79.00,279, $0.28 ,,
16910,ESP,Limited,RENEWAL,Web,79,USD,5/25/19,2/28/20,No,Yes,5/25/19,5/28/19,No,US/Canada,Consumer,Web,No,Yes,15,7,1,7,1,1,$79.00,279, $0.28 ,,
19717,ESP,Limited,RENEWAL,Web,79,USD,3/25/19,12/29/19,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,32,19,3,13,2,1,$79.00,279, $0.28 ,,
22036,ESP,Limited,RENEWAL,Web,79,USD,6/1/19,3/6/20,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,20,6,0,3,0,1,$79.00,279, $0.28 ,,
30756,CHI,Limited,RENEWAL,Web,79,USD,3/23/19,12/27/19,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,2,2,2,1,1,1,$79.00,279, $0.28 ,,
36538,ESP,Limited,RENEWAL,Web,79,USD,8/2/19,5/7/20,No,No,NULL,NULL,Yes,Other,Other,Unknown,No,No,3,0,0,0,0,1,$79.00,279, $0.28 ,,
36708,EBR,Limited,RENEWAL,Web,79,USD,3/23/19,12/27/19,No,No,NULL,NULL,Yes,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL,1,$79.00,279, $0.28 ,,
3714,ENG,Limited,RENEWAL,Web,79,USD,3/15/19,12/20/19,No,No,NULL,NULL,Yes,Other,Consumer,Web,No,Yes,NULL,NULL,NULL,NULL,NULL,1,$79.00,280, $0.28 ,,
22075,ESP,Limited,RENEWAL,Web,79,USD,8/1/19,5/7/20,No,Yes,8/1/19,8/4/19,Yes,US/Canada,Consumer,Web,Yes,Yes,3,1,0,1,0,1,$79.00,280, $0.28 ,,
33684,ITA,Limited,RENEWAL,Web,79,USD,7/19/19,4/24/20,No,No,NULL,NULL,Yes,Other,Other,Unknown,No,No,3,1,0,1,0,1,$79.00,280, $0.28 ,,
14242,ESP,Limited,RENEWAL,Web,79,USD,7/24/19,4/30/20,No,Yes,7/24/19,7/27/19,Yes,US/Canada,Consumer,Web,Yes,Yes,8,8,0,3,0,1,$79.00,281, $0.28 ,,
38268,KOR,Limited,RENEWAL,Web,79,USD,8/20/19,5/27/20,No,No,NULL,NULL,Yes,Other,Other,Unknown,No,No,3,0,0,0,0,1,$79.00,281, $0.28 ,,
39219,ESP,Limited,RENEWAL,Web,79,USD,6/27/19,4/3/20,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,2,0,0,0,0,1,$79.00,281, $0.28 ,,
1937,ENG,Limited,RENEWAL,Web,79,USD,7/29/19,5/6/20,No,Yes,7/29/19,8/1/19,No,US/Canada,Consumer,Web,Yes,Yes,9,1,0,1,0,1,$79.00,282, $0.28 ,,
6341,FRA,Limited,RENEWAL,Web,79,USD,3/28/19,1/4/20,No,No,NULL,NULL,No,US/Canada,Consumer,Web,Yes,Yes,55,0,0,0,0,1,$79.00,282, $0.28 ,,
11602,ESP,Limited,RENEWAL,Web,79,USD,2/4/19,11/13/19,Yes,No,NULL,NULL,Yes,US/Canada,Consumer,App,Yes,Yes,42,0,0,0,0,1,$79.00,282, $0.28 ,,
